id,field_id,titel_autor,rasignatur,volltext,unique_key,file,field
15227,1532.0,IBM NACHRICHTEN,,IBM Nachrichten IBM Nachrichten Herausgegeben von der IBM Deutschland Jg. 18 1968 Sindelfingen bei Stuttgart 1968,IBM NACHRICHTENt  1968 - ,chunk_4,
15228,1533.0,IBM NACHRICHTEN,82464,IBM Nachrichten IBM Nachrichten Herausgegeben von IBM Deutschland Internationale Büro Maschinen Gesellschaft mbH Jg. 13 1963 Heft 160 Sindelfingen bei Stuttgart 1963,82464IBM NACHRICHTENart 1963- ,chunk_4,
15229,1534.0,IBRA,,IBRA International Benefits Research Associates in Old Greenwich Conn USA e Employee benefit plans in the United States of America,IBRA America. ,chunk_4,
15230,1535.0,ICAIL,86990,ICA I L ICAIL 91 The third International conference on artificial intelligence law Proceedings of the conference June 25-28 1991 St. Catherines College Oxford England New York ACM Association for Computing Machinery 1991 28 cm XIII 309 p 3,"86990ICAILI,309 p. 3",chunk_4,
15231,1536.0,ICAIL 97,87672,I C A I L 97 ICAIL 97 The sixth International conference on artificial intelligence and law Proceedings of the Conference June 30 - July 3 1997 The University of Melbourne Law School Melbourne Victoria Australia New York ACM Association,87672ICAIL 97 (Associat,chunk_4,
15232,1537.0,IDA FISO,,IDA FiSo IDA FiSo Bericht l Bericht über die Finanzierungsperspektiven der Sozialversicherungen Juni 1996 IDA FiSo,IDA FISO FiSo ... ,chunk_4,
15233,1538.0,IDEE,,Idee Idee Zeitschrift für angewandte Kreativität Nr. 6 Dezember 1983 S. Rente Nasalt Wie die reichste Firma der Schweiz zum 125-jährigen Jubiläum geworben hätte,IDEEhätte ... ,chunk_4,
15234,1539.0,IDEEN,,Ideen Ideen zur Initiative für schweizerische Bundesversicherung Widmer C. Ideen 1892 58 B,IDEEN1892. 58B ,chunk_4,
15235,1540.0,IDV,,IDV IDVLernprogramme s Institut für elektronische Datenverarbeitung,IDVbeitung.) ,chunk_4,
15236,1521.0,NOLFI,5121/34,No 1 Tippsolfi Betrachtungen über die Finanzierungssysteme von Pensionsversicherungen Umlage oder Kapitaldeckungsverfahren SA an Schweizerischen Zentralblatt für Staats- und Gemeindeverwaltung 1944 HR 13142 Zürich Orell Füssli 1944,5121/34P.NOLFIüsali 1944,chunk_6,
